controlled_company_number,controller_company_number,controller_name,notified_on,ceased_on,ceased,nature_of_control,legal_form,legal_authority,country_registered,place_registered,psc_kind,source_url,etag,depth_from_root
05704108,00077628,Carillion Jm Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704108/persons-with-significant-control/corporate-entity/Ksh56C-nqIcFapP4Yi0LFcwByek,c0adf8686057241dc342962c336ed2fc27dfe5ed,2
05704108,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05704108/persons-with-significant-control/corporate-entity/Ksh56C-nqIcFapP4Yi0LFcwByek,c0adf8686057241dc342962c336ed2fc27dfe5ed,2
04996458,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04996458/persons-with-significant-control/corporate-entity/piG5bQV6FqbHWtYeuK8kDPdINL4,25595afed49983579351a8c9c458bd6c11043aff,2
04996458,03858865,Carillion Energy Services Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04996458/persons-with-significant-control/corporate-entity/piG5bQV6FqbHWtYeuK8kDPdINL4,25595afed49983579351a8c9c458bd6c11043aff,2
04996458,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04996458/persons-with-significant-control/corporate-entity/piG5bQV6FqbHWtYeuK8kDPdINL4,25595afed49983579351a8c9c458bd6c11043aff,2
03126198,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03126198/persons-with-significant-control/corporate-entity/K5MEGGQi7GX9uLYR5-_ybxREO9Q,47a5e160ed88e4b1192a414dfde1b4451a76bd15,1
03126198,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03126198/persons-with-significant-control/corporate-entity/K5MEGGQi7GX9uLYR5-_ybxREO9Q,47a5e160ed88e4b1192a414dfde1b4451a76bd15,1
03126198,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03126198/persons-with-significant-control/corporate-entity/K5MEGGQi7GX9uLYR5-_ybxREO9Q,47a5e160ed88e4b1192a414dfde1b4451a76bd15,1
09822818,09822833,The Hospital Company (Sandwell) Holdings Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09822818/persons-with-significant-control/corporate-entity/HyxQJLWOPMu7GwsEmUCe2VtZGoI,ff94798246cb13c7d0ae8ff8e623e96bfd505709,4
09822818,09822833,The Hospital Company (Sandwell) Holdings Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09822818/persons-with-significant-control/corporate-entity/HyxQJLWOPMu7GwsEmUCe2VtZGoI,ff94798246cb13c7d0ae8ff8e623e96bfd505709,4
09822818,09822833,The Hospital Company (Sandwell) Holdings Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09822818/persons-with-significant-control/corporate-entity/HyxQJLWOPMu7GwsEmUCe2VtZGoI,ff94798246cb13c7d0ae8ff8e623e96bfd505709,4
06404738,08084031,Ask Real Estate Limited,2016-04-06,2017-03-28,true,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06404738/persons-with-significant-control/corporate-entity/nKwjLHHMpam3BKtddlaa6gTSszg,54691f97c2250e4df4a65aade8512850329743f5,3
06404738,08084031,Ask Real Estate Limited,2016-04-06,2017-03-28,true,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06404738/persons-with-significant-control/corporate-entity/nKwjLHHMpam3BKtddlaa6gTSszg,54691f97c2250e4df4a65aade8512850329743f5,3
02811168,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02811168/persons-with-significant-control/corporate-entity/d5AtHDvbYlydMim58w4r6u78tYI,2ed8713b4118e8f53f9aa6fae96e5ca3de500954,2
02811168,00077628,Carillion Jm Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02811168/persons-with-significant-control/corporate-entity/d5AtHDvbYlydMim58w4r6u78tYI,2ed8713b4118e8f53f9aa6fae96e5ca3de500954,2
02811168,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02811168/persons-with-significant-control/corporate-entity/d5AtHDvbYlydMim58w4r6u78tYI,2ed8713b4118e8f53f9aa6fae96e5ca3de500954,2
02355338,01521006,Carillion Utility Services Group Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02355338/persons-with-significant-control/corporate-entity/lEulqUjYbYTzshjobpIxwHkxLCc,78c619721178ac818bad40a4a4d7a2d98e6a8d96,3
02355338,01521006,Carillion Utility Services Group Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02355338/persons-with-significant-control/corporate-entity/lEulqUjYbYTzshjobpIxwHkxLCc,78c619721178ac818bad40a4a4d7a2d98e6a8d96,3
02355338,01521006,Carillion Utility Services Group Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02355338/persons-with-significant-control/corporate-entity/lEulqUjYbYTzshjobpIxwHkxLCc,78c619721178ac818bad40a4a4d7a2d98e6a8d96,3
03679838,03011791,Carillion Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Limited By Shares,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03679838/persons-with-significant-control/corporate-entity/XSxq5E-JTB5S_7Axmgalx3Y-buU,c20e410e93d55380cf3a4ec4c9ac41e92a33837b,2
03679838,03011791,Carillion Services Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Limited By Shares,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03679838/persons-with-significant-control/corporate-entity/XSxq5E-JTB5S_7Axmgalx3Y-buU,c20e410e93d55380cf3a4ec4c9ac41e92a33837b,2
03679838,03011791,Carillion Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Limited By Shares,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03679838/persons-with-significant-control/corporate-entity/XSxq5E-JTB5S_7Axmgalx3Y-buU,c20e410e93d55380cf3a4ec4c9ac41e92a33837b,2
05186128,00247624,Carillion Capital Projects Limited,2016-04-06,2018-02-22,true,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05186128/persons-with-significant-control/corporate-entity/ZYanh8pU3sq9T4rPRXPKFTSPoec,7a72de593146757c39c2d887301428156382d5e8,3
05186128,00247624,Carillion Capital Projects Limited,2016-04-06,2018-02-22,true,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05186128/persons-with-significant-control/corporate-entity/ZYanh8pU3sq9T4rPRXPKFTSPoec,7a72de593146757c39c2d887301428156382d5e8,3
05186128,00247624,Carillion Capital Projects Limited,2016-04-06,2018-02-22,true,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05186128/persons-with-significant-control/corporate-entity/ZYanh8pU3sq9T4rPRXPKFTSPoec,7a72de593146757c39c2d887301428156382d5e8,3
00077628,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00077628/persons-with-significant-control/corporate-entity/KBjS_JQoJDFlfPaa0CAclVQ5vh4,d728a988a9c31c1a6fcd609b8cd3171dd052e6df,1
00077628,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00077628/persons-with-significant-control/corporate-entity/KBjS_JQoJDFlfPaa0CAclVQ5vh4,d728a988a9c31c1a6fcd609b8cd3171dd052e6df,1
00077628,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00077628/persons-with-significant-control/corporate-entity/KBjS_JQoJDFlfPaa0CAclVQ5vh4,d728a988a9c31c1a6fcd609b8cd3171dd052e6df,1
01401298,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01401298/persons-with-significant-control/corporate-entity/VCBsa9jEzxSR5vHxcJobbHjjC2Q,b97c214d245c6e0ad51e4cc34881f174f39137ab,2
01401298,01367044,Carillion (Am) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01401298/persons-with-significant-control/corporate-entity/VCBsa9jEzxSR5vHxcJobbHjjC2Q,b97c214d245c6e0ad51e4cc34881f174f39137ab,2
01401298,01367044,Carillion (Am) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01401298/persons-with-significant-control/corporate-entity/VCBsa9jEzxSR5vHxcJobbHjjC2Q,b97c214d245c6e0ad51e4cc34881f174f39137ab,2
01122808,SC020258,Carillion (Ambs) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01122808/persons-with-significant-control/corporate-entity/47X6HvYAEWDaoU_91wH__rx1HnA,d348d4e0a914a6edc6e5bd83387dda0bd5bf3ade,4
01122808,SC020258,Carillion (Ambs) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01122808/persons-with-significant-control/corporate-entity/47X6HvYAEWDaoU_91wH__rx1HnA,d348d4e0a914a6edc6e5bd83387dda0bd5bf3ade,4
01122808,SC020258,Carillion (Ambs) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01122808/persons-with-significant-control/corporate-entity/47X6HvYAEWDaoU_91wH__rx1HnA,d348d4e0a914a6edc6e5bd83387dda0bd5bf3ade,4
03232308,03130297,Carillion Managed Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03232308/persons-with-significant-control/corporate-entity/lm_v76GUgI0GVQCxTE_jrRAbuP4,95542dcaabbb5baed9455430723763fcc1113fe0,3
03232308,03130297,Carillion Managed Services Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03232308/persons-with-significant-control/corporate-entity/lm_v76GUgI0GVQCxTE_jrRAbuP4,95542dcaabbb5baed9455430723763fcc1113fe0,3
03232308,03130297,Carillion Managed Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03232308/persons-with-significant-control/corporate-entity/lm_v76GUgI0GVQCxTE_jrRAbuP4,95542dcaabbb5baed9455430723763fcc1113fe0,3
00961738,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00961738/persons-with-significant-control/corporate-entity/AeqDADKJO490aW4t1M2c9eb7p7I,006d197b524023cb22b29799e298803a8f80c9df,2
00961738,01367044,Carillion (Am) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00961738/persons-with-significant-control/corporate-entity/AeqDADKJO490aW4t1M2c9eb7p7I,006d197b524023cb22b29799e298803a8f80c9df,2
00961738,01367044,Carillion (Am) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00961738/persons-with-significant-control/corporate-entity/AeqDADKJO490aW4t1M2c9eb7p7I,006d197b524023cb22b29799e298803a8f80c9df,2
15634599,14419831,Pfp-Igloo Developments Limited,2024-04-10,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15634599/persons-with-significant-control/corporate-entity/NStxTaDMsq42vF0vplfLM793Lvs,ccde8d66792bc6ca6390fc8b526ebdead370cf2c,4
15634599,14419831,Pfp-Igloo Developments Limited,2024-04-10,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15634599/persons-with-significant-control/corporate-entity/NStxTaDMsq42vF0vplfLM793Lvs,ccde8d66792bc6ca6390fc8b526ebdead370cf2c,4
15634599,14419831,Pfp-Igloo Developments Limited,2024-04-10,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,United Kingdom,United Kingdom,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/15634599/persons-with-significant-control/corporate-entity/NStxTaDMsq42vF0vplfLM793Lvs,ccde8d66792bc6ca6390fc8b526ebdead370cf2c,4
02969358,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02969358/persons-with-significant-control/corporate-entity/z0zzY04ZWkGk7wcqjEyvDkiEMFM,dc56e024c367e52fcef5148cedec20a020c2b410,2
02969358,03858865,Carillion Energy Services Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02969358/persons-with-significant-control/corporate-entity/z0zzY04ZWkGk7wcqjEyvDkiEMFM,dc56e024c367e52fcef5148cedec20a020c2b410,2
02969358,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02969358/persons-with-significant-control/corporate-entity/z0zzY04ZWkGk7wcqjEyvDkiEMFM,dc56e024c367e52fcef5148cedec20a020c2b410,2
00326348,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00326348/persons-with-significant-control/corporate-entity/WsGYqd8xvs0AYgXQ6ZugO3lKuvE,a4496be74965660f4aeb34f278ee10b983206707,2
00326348,01367044,Carillion (Am) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00326348/persons-with-significant-control/corporate-entity/WsGYqd8xvs0AYgXQ6ZugO3lKuvE,a4496be74965660f4aeb34f278ee10b983206707,2
00326348,01367044,Carillion (Am) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/00326348/persons-with-significant-control/corporate-entity/WsGYqd8xvs0AYgXQ6ZugO3lKuvE,a4496be74965660f4aeb34f278ee10b983206707,2
08114138,08113900,Inspiredspaces Rochdale (Holdings2) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08114138/persons-with-significant-control/corporate-entity/gWyYr2ZfD7OKuPTFjkAUw0F-Emw,ba39a341a29dca5078c7becf2e631d3b717646dc,5
08114138,08113900,Inspiredspaces Rochdale (Holdings2) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/08114138/persons-with-significant-control/corporate-entity/gWyYr2ZfD7OKuPTFjkAUw0F-Emw,ba39a341a29dca5078c7becf2e631d3b717646dc,5
SC020258,SC203910,Carillion (Ambs) Holdings Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC020258/persons-with-significant-control/corporate-entity/UUedEtNbDT2c3ZgmtRpX2CyGdIM,bc25cefba4eb3722414b2e6d3d13b319a52ba0f0,3
SC020258,SC203910,Carillion (Ambs) Holdings Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC020258/persons-with-significant-control/corporate-entity/UUedEtNbDT2c3ZgmtRpX2CyGdIM,bc25cefba4eb3722414b2e6d3d13b319a52ba0f0,3
SC020258,SC203910,Carillion (Ambs) Holdings Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,Scotland,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/SC020258/persons-with-significant-control/corporate-entity/UUedEtNbDT2c3ZgmtRpX2CyGdIM,bc25cefba4eb3722414b2e6d3d13b319a52ba0f0,3
01505628,01367044,Carillion (Am) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01505628/persons-with-significant-control/corporate-entity/-JX-rva9K7aRftceQ5sHoq8-WLA,fde0796f49357db3dc9ed91b2e9c500ad3cce6ee,2
01505628,01367044,Carillion (Am) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01505628/persons-with-significant-control/corporate-entity/-JX-rva9K7aRftceQ5sHoq8-WLA,fde0796f49357db3dc9ed91b2e9c500ad3cce6ee,2
05380578,00247624,Carillion Capital Projects Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05380578/persons-with-significant-control/corporate-entity/MPxrrN3BppiwG0WF2-2ccYY3kig,9399b328d2d3b9aeee9a7d76d40e48491a974b11,3
05380578,00247624,Carillion Capital Projects Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05380578/persons-with-significant-control/corporate-entity/MPxrrN3BppiwG0WF2-2ccYY3kig,9399b328d2d3b9aeee9a7d76d40e48491a974b11,3
05380578,00247624,Carillion Capital Projects Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05380578/persons-with-significant-control/corporate-entity/MPxrrN3BppiwG0WF2-2ccYY3kig,9399b328d2d3b9aeee9a7d76d40e48491a974b11,3
OC449639,07211684,Pfp-Igloo (General Partner) Limited,2023-10-25,,false,voting-rights-25-to-50-percent-limited-liability-partnership,Limited By Shares,United Kingdom,United Kingdom,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/OC449639/persons-with-significant-control/corporate-entity/fXFLm9zq-lzOIqLIhSkA-lYz8ng,db56d3be059e20dd7905e88d6511a6177f4b7496,3
06910378,02630590,Carillion Regeneration Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06910378/persons-with-significant-control/corporate-entity/mnnK75Qsvt2ml6-ePhBEcQF-Le4,115ed9bdb558260539bca8a90e3f19caab5a20c2,2
06910378,02630590,Carillion Regeneration Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06910378/persons-with-significant-control/corporate-entity/mnnK75Qsvt2ml6-ePhBEcQF-Le4,115ed9bdb558260539bca8a90e3f19caab5a20c2,2
06910378,02630590,Carillion Regeneration Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06910378/persons-with-significant-control/corporate-entity/mnnK75Qsvt2ml6-ePhBEcQF-Le4,115ed9bdb558260539bca8a90e3f19caab5a20c2,2
02987829,02990586,Avery Hill Developments Holdings Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02987829/persons-with-significant-control/corporate-entity/e68-nXb1dsSyzz37B61UvyaYy9g,c6c828f6c88e1998be1f2fdc4916daaa88535d76,3
02987829,02990586,Avery Hill Developments Holdings Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02987829/persons-with-significant-control/corporate-entity/e68-nXb1dsSyzz37B61UvyaYy9g,c6c828f6c88e1998be1f2fdc4916daaa88535d76,3
01947809,00077628,Carillion Jm Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01947809/persons-with-significant-control/corporate-entity/dLFd-efimIdQgITQwUG__CXKaS0,6c5b517e119df865ce51ec12ce200bb7ebe09e17,2
01947809,00077628,Carillion Jm Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01947809/persons-with-significant-control/corporate-entity/dLFd-efimIdQgITQwUG__CXKaS0,6c5b517e119df865ce51ec12ce200bb7ebe09e17,2
01947809,00077628,Carillion Jm Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/01947809/persons-with-significant-control/corporate-entity/dLFd-efimIdQgITQwUG__CXKaS0,6c5b517e119df865ce51ec12ce200bb7ebe09e17,2
05186128,01685693,Carillion Am Developments Limited,2018-02-22,2018-03-07,true,ownership-of-shares-75-to-100-percent,Limited By Shares,United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05186128/persons-with-significant-control/corporate-entity/LY2u9DQ2ZjIu55PdjjOcJ-YpR6Q,ff1521e11c8a81ca6135b40a17a65d460be47d83,3
05186128,01685693,Carillion Am Developments Limited,2018-02-22,2018-03-07,true,voting-rights-75-to-100-percent,Limited By Shares,United Kingdom (England),England,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/05186128/persons-with-significant-control/corporate-entity/LY2u9DQ2ZjIu55PdjjOcJ-YpR6Q,ff1521e11c8a81ca6135b40a17a65d460be47d83,3
09164628,01469541,Carillion (Maple Oak) Limited,2016-04-06,2019-03-08,true,voting-rights-25-to-50-percent,Limited Company,Companies Act,United Kingdon,England,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09164628/persons-with-significant-control/corporate-entity/3rU8wOSHGoypTk4kbkgml0WbXgk,3520e0597b2f423e79979232ee8e0b5fa524cbc4,3
07807709,01469541,Carillion (Maple Oak) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Ales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07807709/persons-with-significant-control/corporate-entity/3TvqQrqhcLgOyXbbF6H6uPYFdeM,ece0ae11bf195b8d4c892d7fa6c9f751e45f5ab8,3
07807709,01469541,Carillion (Maple Oak) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England And Ales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07807709/persons-with-significant-control/corporate-entity/3TvqQrqhcLgOyXbbF6H6uPYFdeM,ece0ae11bf195b8d4c892d7fa6c9f751e45f5ab8,3
07807709,01469541,Carillion (Maple Oak) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Ales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07807709/persons-with-significant-control/corporate-entity/3TvqQrqhcLgOyXbbF6H6uPYFdeM,ece0ae11bf195b8d4c892d7fa6c9f751e45f5ab8,3
